CODUSU,NRO_HOGAR,COMPONENTE,H15,AGLOMERADO_indv,PONDERA_indv,CH03,CH04,CH06,CH10,CH11,CH13,PP02C1,PP02C2,PP02C3,PP02C4,PP02C5,PP02C6,PP02C7,PP02C8,PP02E,PP02H,PP02I,P21,DECOCUR,RDECOCUR,GDECOCUR,ADECOCUR,PONDIIO,TOT_P12,P47T,DECINDR,RDECINDR,GDECINDR,ADECINDR,PONDII,V2_M,V3_M,V4_M,V5_M,V8_M,V9_M,V10_M,V11_M,V12_M,V18_M,V19_AM,V21_M,T_VI,ITF_indv,DECIFR_indv,RDECIFR_indv,GDECIFR_indv,ADECIFR_indv,IPCF_indv,DECCFR_indv,RDECCFR_indv,GDECCFR_indv,ADECCFR_indv,PONDIH_indv,REALIZADA,AGLOMERADO_hogar,PONDERA_hogar,IV1,IV2,IV3,IV4,IV5,IV6,IV7,IV8,IV9,IV10,IV11,IV12_1,IV12_2,IV12_3,II1,II2,II3,II3_1,II4_1,II4_2,II4_3,II5,II5_1,II6,II6_1,II7,II8,II9,V1,V2,V21,V22,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19_A,V19_B,IX_TOT,IX_MEN10,IX_MAYEQ10,ITF_hogar,DECIFR_hogar,RDECIFR_hogar,GDECIFR_hogar,ADECIFR_hogar,IPCF_hogar,DECCFR_hogar,RDECCFR_hogar,GDECCFR_hogar,ADECCFR_hogar,PONDIH_hogar,VII1_1,VII1_2,VII2_1,VII2_2,VII2_3,VII2_4,NIVEL_ED_1,NIVEL_ED_2,NIVEL_ED_3,NIVEL_ED_4,NIVEL_ED_5,NIVEL_ED_6,NIVEL_ED_7,CH07_1,CH07_2,CH07_3,CH07_4,CH07_5,CH07_9,CH08_1.0,CH08_2.0,CH08_3.0,CH08_4.0,CH08_9.0,CH08_12.0,CH09_1,CH09_2,CH09_3,CH12_0,CH12_1,CH12_2,CH12_3,CH12_4,CH12_5,CH12_6,CH12_7,CH12_8,CH12_9,CH12_99,CH15_1,CH15_2,CH15_3,CH15_4,CH15_5,CH15_9,CH16_0,CH16_1,CH16_2,CH16_3,CH16_4,CH16_5,CH16_6,CH16_9,ESTADO_1,ESTADO_2,ESTADO_3,ESTADO_4,CAT_OCUP_0,CAT_OCUP_1,CAT_OCUP_2,CAT_OCUP_3,CAT_OCUP_4,CAT_OCUP_9,CAT_INAC_0,CAT_INAC_1,CAT_INAC_2,CAT_INAC_3,CAT_INAC_4,CAT_INAC_5,CAT_INAC_6,CAT_INAC_7,prop_ninos,Jefe_primaria_incompleta,Jefe_Secundaria_incompleta,Prop_Univ_Incompleto,adulto_equiv,ad_equiv_hogar
TQRMNOQQTHJLLRCDEIJAH00802069,1,1,1,33,1038,1,1,37,2,0,2,0,0,0,0,0,0,0,0,0,0,0,-9,12,12,12.0,12,0,0,-9.0,12,12,12.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,33,1038,1,3,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,1,1,1,1,2,0,2,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,4,2,2,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,2,98,0,0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.5,0,0,0.22369683402622323,1.0,2.8200000000000003
TQRMNOQQTHJLLRCDEIJAH00802069,1,2,1,33,1038,2,2,41,2,0,1,0,0,0,0,0,0,0,0,0,0,0,-9,12,12,12.0,12,0,0,-9.0,12,12,12.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,33,1038,1,3,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,1,1,1,1,2,0,2,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,4,2,2,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,2,98,0,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.5,0,0,0.22369683402622323,0.77,2.8200000000000003
TQRMNOQQTHJLLRCDEIJAH00802069,1,3,0,33,1038,3,1,8,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1038,0,0.0,0,0,0.0,0,1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,33,1038,1,3,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,1,1,1,1,2,0,2,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,4,2,2,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,2,98,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.5,0,0,0.22369683402622323,0.68,2.8200000000000003
TQRMNOQQTHJLLRCDEIJAH00802069,1,4,0,33,1038,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1038,0,0.0,0,0,0.0,0,1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,33,1038,1,3,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,1,1,1,1,2,0,2,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,4,2,2,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,2,98,0,0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.5,0,0,0.22369683402622323,0.37,2.8200000000000003
TQRMNOSVTHJOKMCDEIIAD00796856,1,1,1,32,1228,1,1,26,1,1,2,0,0,0,0,0,0,0,0,0,0,0,-9,12,12,12.0,12,0,0,-9.0,12,12,12.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,32,1228,2,3,1,9,1,1,1,1,1,1,1,2,2,2,3,1,1,1,1,2,2,2,0,2,0,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,2,98,0,0,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.0,0,0,0.22369683402622323,1.02,1.78
TQRMNOSVTHJOKMCDEIIAD00796856,1,2,1,32,1228,2,2,26,2,0,1,0,0,0,0,0,0,0,0,0,0,0,-9,12,12,12.0,12,0,0,-9.0,12,12,12.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,32,1228,2,3,1,9,1,1,1,1,1,1,1,2,2,2,3,1,1,1,1,2,2,2,0,2,0,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,2,98,0,0,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.0,0,0,0.22369683402622323,0.76,1.78
TQRMNOQQXHLNNPCDEIJAH00718856,1,1,1,33,98,1,2,60,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0.0,0,98,0,0.0,0,0,0.0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,33,98,1,3,1,4,1,1,2,1,1,1,2,2,2,2,3,2,2,0,1,2,2,2,0,2,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,0,3,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,0,2,0,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,0,0,0.22369683402622323,0.76,1.78
TQRMNOQQXHLNNPCDEIJAH00718856,1,3,1,33,98,3,1,26,2,0,1,0,0,0,0,0,0,0,0,0,0,0,-9,12,12,12.0,12,0,-9,-9.0,12,12,12.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,33,98,1,3,1,4,1,1,2,1,1,1,2,2,2,2,3,2,2,0,1,2,2,2,0,2,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,0,3,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,0,2,0,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.0,0,0,0.22369683402622323,1.02,1.78
TQRMNOSSQHKMQOCDEIJAH00802032,1,1,1,33,2351,1,2,53,2,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0.0,0,2351,0,-9.0,12,12,12.0,12,0,-9,0,0,0,0,0,0,0,0,0,0,0,-9,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,33,2351,1,3,2,4,2,1,1,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,1,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,2,98,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0,1,0.22369683402622323,0.76,2.7800000000000002
TQRMNOSSQHKMQOCDEIJAH00802032,1,2,1,33,2351,2,1,51,2,0,1,0,0,0,0,0,0,0,0,0,0,0,-9,12,12,12.0,12,0,0,-9.0,12,12,12.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,33,2351,1,3,2,4,2,1,1,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,1,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,2,98,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.0,0,0,0.22369683402622323,1.0,2.7800000000000002
TQRMNOSSQHKMQOCDEIJAH00802032,1,3,1,33,2351,3,1,19,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0.0,0,2351,0,-9.0,12,12,12.0,12,0,-9,0,0,0,0,0,0,0,0,0,0,0,-9,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,33,2351,1,3,2,4,2,1,1,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,1,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,2,98,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0,0,0.22369683402622323,1.02,2.7800000000000002
TQRMNOTXRHJNRPCDEIJAH00797504,1,1,1,33,2728,1,1,41,2,0,1,0,0,0,0,0,0,0,0,0,0,0,-9,12,12,12.0,12,0,0,-9.0,12,12,12.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,33,2728,1,6,1,4,1,1,1,1,1,1,3,2,1,2,6,3,2,0,1,2,2,2,0,2,0,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,1,4,0,12,12,12.0,12,0.0,12,12,12.0,12,0,2,0,1,3,4,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.2,0,0,0.22369683402622323,1.0,4.13
TQRMNOTXRHJNRPCDEIJAH00797504,1,2,1,33,2728,2,2,37,2,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0.0,0,2728,0,0.0,0,0,0.0,0,2728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,33,2728,1,6,1,4,1,1,1,1,1,1,3,2,1,2,6,3,2,0,1,2,2,2,0,2,0,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,1,4,0,12,12,12.0,12,0.0,12,12,12.0,12,0,2,0,1,3,4,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.2,0,0,0.22369683402622323,0.77,4.13
TQRMNOTXRHJNRPCDEIJAH00797504,1,3,1,33,2728,3,1,14,1,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0.0,0,2728,0,0.0,0,0,0.0,0,2728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,33,2728,1,6,1,4,1,1,1,1,1,1,3,2,1,2,6,3,2,0,1,2,2,2,0,2,0,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,1,4,0,12,12,12.0,12,0.0,12,12,12.0,12,0,2,0,1,3,4,0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.2,0,0,0.22369683402622323,0.96,4.13
TQRMNOTXRHJNRPCDEIJAH00797504,1,4,1,33,2728,3,2,14,1,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0.0,0,2728,0,0.0,0,0,0.0,0,2728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,33,2728,1,6,1,4,1,1,1,1,1,1,3,2,1,2,6,3,2,0,1,2,2,2,0,2,0,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,1,4,0,12,12,12.0,12,0.0,12,12,12.0,12,0,2,0,1,3,4,0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.2,0,0,0.22369683402622323,0.76,4.13
TQRMNOTXRHJNRPCDEIJAH00797504,1,5,0,33,2728,3,2,6,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2728,0,0.0,0,0,0.0,0,2728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,33,2728,1,6,1,4,1,1,1,1,1,1,3,2,1,2,6,3,2,0,1,2,2,2,0,2,0,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,1,4,0,12,12,12.0,12,0.0,12,12,12.0,12,0,2,0,1,3,4,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.2,0,0,0.22369683402622323,0.64,4.13
TQRMNORRSHMMKPCDEIIAD00801677,1,1,1,32,841,1,1,50,2,0,1,0,0,0,0,0,0,0,0,0,0,0,-9,12,12,12.0,12,0,0,-9.0,12,12,12.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,32,841,2,4,1,1,1,1,1,1,1,1,1,2,2,2,4,3,2,0,1,1,2,2,0,2,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,5,0,5,0,12,12,12.0,12,0.0,12,12,12.0,12,0,2,0,98,0,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,0.22369683402622323,1.0,4.57
TQRMNORRSHMMKPCDEIIAD00801677,1,2,1,32,841,2,2,49,2,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0.0,0,841,0,0.0,0,0,0.0,0,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,32,841,2,4,1,1,1,1,1,1,1,1,1,2,2,2,4,3,2,0,1,1,2,2,0,2,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,5,0,5,0,12,12,12.0,12,0.0,12,12,12.0,12,0,2,0,98,0,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,0,0,0.22369683402622323,0.76,4.57
TQRMNORRSHMMKPCDEIIAD00801677,1,3,1,32,841,3,1,22,2,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0.0,0,841,0,0.0,0,0,0.0,0,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,32,841,2,4,1,1,1,1,1,1,1,1,1,2,2,2,4,3,2,0,1,1,2,2,0,2,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,5,0,5,0,12,12,12.0,12,0.0,12,12,12.0,12,0,2,0,98,0,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,0,0,0.22369683402622323,1.02,4.57
TQRMNORRSHMMKPCDEIIAD00801677,1,4,1,32,841,3,1,18,2,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0.0,0,841,0,0.0,0,0,0.0,0,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,32,841,2,4,1,1,1,1,1,1,1,1,1,2,2,2,4,3,2,0,1,1,2,2,0,2,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,5,0,5,0,12,12,12.0,12,0.0,12,12,12.0,12,0,2,0,98,0,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,0,0,0.22369683402622323,1.02,4.57
TQRMNORRSHMMKPCDEIIAD00801677,1,5,1,32,841,3,2,17,1,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0.0,0,841,0,0.0,0,0,0.0,0,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,32,841,2,4,1,1,1,1,1,1,1,1,1,2,2,2,4,3,2,0,1,1,2,2,0,2,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,5,0,5,0,12,12,12.0,12,0.0,12,12,12.0,12,0,2,0,98,0,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,0,0,0.22369683402622323,0.77,4.57
TQRMNOSXQHJMMPCDEIJAH00794568,1,1,1,33,819,1,2,60,2,0,2,0,0,0,0,0,0,0,0,0,0,0,-9,12,12,12.0,12,0,30000,-9.0,12,12,12.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,33,819,1,2,1,9,1,1,1,1,1,1,1,2,2,2,2,1,2,0,1,2,2,2,0,2,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,0,1,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,0,98,0,0,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0.0,0,0,0.22369683402622323,0.76,0.76
TQRMNOQPTHKMLQCDEIJAH00802025,1,2,1,33,975,6,2,59,2,0,2,0,0,0,0,0,0,0,0,0,0,0,130000,7,7,7.0,7,1391,0,130000.0,7,7,7.0,8,1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,33,975,1,4,1,1,1,1,1,1,1,1,1,2,2,2,4,3,2,0,1,1,1,2,0,2,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,0,3,0,12,12,12.0,12,0.0,12,12,12.0,12,0,2,0,98,0,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.0,0,0,0.22369683402622323,0.76,1.53
TQRMNOQPTHKMLQCDEIJAH00802025,1,3,1,33,975,8,2,33,2,0,1,0,0,0,0,0,0,0,0,0,0,0,-9,12,12,12.0,12,0,0,-9.0,12,12,12.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,33,975,1,4,1,1,1,1,1,1,1,1,1,2,2,2,4,3,2,0,1,1,1,2,0,2,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,0,3,0,12,12,12.0,12,0.0,12,12,12.0,12,0,2,0,98,0,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.0,0,0,0.22369683402622323,0.77,1.53
TQRMNOQWRHMMRSCDEIJAH00802036,1,1,1,33,2664,1,1,40,2,0,1,0,0,0,0,0,0,0,0,0,0,0,-9,12,12,12.0,12,0,0,-9.0,12,12,12.0,12,0,0,0,0,0,0,0,-9,0,0,0,0,0,-9,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,33,2664,1,3,1,2,1,1,2,1,1,1,1,2,2,2,2,2,2,0,1,1,2,2,0,2,0,6,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,0,3,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,2,98,0,0,0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.0,0,0,0.22369683402622323,1.0,2.56
TQRMNOQWRHMMRSCDEIJAH00802036,1,2,1,33,2664,2,2,37,2,0,1,0,0,0,0,0,0,0,0,0,0,0,90000,5,5,5.0,5,3800,0,90000.0,6,5,6.0,6,3980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,33,2664,1,3,1,2,1,1,2,1,1,1,1,2,2,2,2,2,2,0,1,1,2,2,0,2,0,6,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,0,3,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,2,98,0,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.0,0,0,0.22369683402622323,0.77,2.56
TQRMNOQWRHMMRSCDEIJAH00802036,1,3,1,33,2664,3,1,10,1,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0.0,0,2664,0,0.0,0,0,0.0,0,2664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,33,2664,1,3,1,2,1,1,2,1,1,1,1,2,2,2,2,2,2,0,1,1,2,2,0,2,0,6,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,0,3,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,2,98,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,0,0,0.22369683402622323,0.79,2.56
