CODUSU,NRO_HOGAR,COMPONENTE,H15,AGLOMERADO_indv,PONDERA_indv,CH03,CH04,CH06,CH10,CH11,CH13,PP02C1,PP02C2,PP02C3,PP02C4,PP02C5,PP02C6,PP02C7,PP02C8,PP02E,PP02H,PP02I,P21,DECOCUR,RDECOCUR,GDECOCUR,ADECOCUR,PONDIIO,TOT_P12,P47T,DECINDR,RDECINDR,GDECINDR,ADECINDR,PONDII,V2_M,V3_M,V4_M,V5_M,V8_M,V9_M,V10_M,V11_M,V12_M,V18_M,V19_AM,V21_M,T_VI,ITF_indv,DECIFR_indv,RDECIFR_indv,GDECIFR_indv,ADECIFR_indv,IPCF_indv,DECCFR_indv,RDECCFR_indv,GDECCFR_indv,ADECCFR_indv,PONDIH_indv,REALIZADA,AGLOMERADO_hogar,PONDERA_hogar,IV1,IV2,IV3,IV4,IV5,IV6,IV7,IV8,IV9,IV10,IV11,IV12_1,IV12_2,IV12_3,II1,II2,II3,II3_1,II4_1,II4_2,II4_3,II5,II5_1,II6,II6_1,II7,II8,II9,V1,V2,V21,V22,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19_A,V19_B,IX_TOT,IX_MEN10,IX_MAYEQ10,ITF_hogar,DECIFR_hogar,RDECIFR_hogar,GDECIFR_hogar,ADECIFR_hogar,IPCF_hogar,DECCFR_hogar,RDECCFR_hogar,GDECCFR_hogar,ADECCFR_hogar,PONDIH_hogar,VII1_1,VII1_2,VII2_1,VII2_2,VII2_3,VII2_4,NIVEL_ED_1,NIVEL_ED_2,NIVEL_ED_3,NIVEL_ED_4,NIVEL_ED_5,NIVEL_ED_6,NIVEL_ED_7,CH07_1,CH07_2,CH07_3,CH07_4,CH07_5,CH07_9,CH08_1.0,CH08_2.0,CH08_3.0,CH08_4.0,CH08_9.0,CH08_12.0,CH09_1,CH09_2,CH09_3,CH12_0,CH12_1,CH12_2,CH12_3,CH12_4,CH12_5,CH12_6,CH12_7,CH12_8,CH12_9,CH12_99,CH15_1,CH15_2,CH15_3,CH15_4,CH15_5,CH15_9,CH16_0,CH16_1,CH16_2,CH16_3,CH16_4,CH16_5,CH16_6,CH16_9,ESTADO_1,ESTADO_2,ESTADO_3,ESTADO_4,CAT_OCUP_0,CAT_OCUP_1,CAT_OCUP_2,CAT_OCUP_3,CAT_OCUP_4,CAT_OCUP_9,CAT_INAC_0,CAT_INAC_1,CAT_INAC_2,CAT_INAC_3,CAT_INAC_4,CAT_INAC_5,CAT_INAC_6,CAT_INAC_7,prop_ninos,Jefe_primaria_incompleta,Jefe_Secundaria_incompleta,Prop_Univ_Incompleto,adulto_equiv,ad_equiv_hogar
TQRMNOTPWHLKQSCDEIJAH00718701,1,6,1,33,1941,9,1,85,2,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0.0,0,1941,0,0.0,0,0,0.0,0,1941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,33,1941,1,3,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,0,1,2,1,2,0,2,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,5,0,12,12,12.0,12,0.0,12,12,12.0,12,0,2,0,98,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.16666666666666666,0,0,0.22369683402622323,0.74,3.5700000000000003
TQRMNOPVVHKLNLCDEIJAH00780160,1,1,1,33,833,1,2,76,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0.0,0,833,0,53000.0,3,3,3.0,3,1004,53000,0,0,0,0,0,0,0,0,0,0,0,53000,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,33,833,1,4,1,4,1,1,1,1,1,1,1,2,2,2,4,2,2,0,1,1,2,2,0,2,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,3,0,3,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,0,98,0,0,0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,1,0,0.22369683402622323,0.63,2.63
TQRMNOPVVHKLNLCDEIJAH00780160,1,2,1,33,833,3,1,54,2,0,1,0,0,0,0,0,0,0,0,0,0,0,-9,12,12,12.0,12,0,0,-9.0,12,12,12.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,33,833,1,4,1,4,1,1,1,1,1,1,1,2,2,2,4,2,2,0,1,1,2,2,0,2,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,3,0,3,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,0,98,0,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.0,0,0,0.22369683402622323,1.0,2.63
TQRMNOPVVHKLNLCDEIJAH00780160,1,3,1,33,833,5,1,15,1,1,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0.0,0,833,0,0.0,0,0,0.0,0,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,33,833,1,4,1,4,1,1,1,1,1,1,1,2,2,2,4,2,2,0,1,1,2,2,0,2,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,3,0,3,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,0,98,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,0,0,0.22369683402622323,1.0,2.63
TQSMNOSPQHJLPLCDEIJAH00802505,1,1,1,33,2177,1,2,26,2,0,2,1,2,2,2,1,2,2,2,0,0,0,0,0,0,0.0,0,2177,0,20333.0,1,1,1.0,1,2875,0,0,0,20333,0,0,0,0,0,0,0,0,20333,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,33,2177,2,3,1,2,1,1,1,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,4,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,1,3,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,0,98,0,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.25,0,0,0.22369683402622323,0.76,3.18
TQSMNOSPQHJLPLCDEIJAH00802505,1,2,0,33,2177,3,2,6,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2177,0,0.0,0,0,0.0,0,2177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,33,2177,2,3,1,2,1,1,1,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,4,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,1,3,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,0,98,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.25,0,0,0.22369683402622323,0.64,3.18
TQSMNOSPQHJLPLCDEIJAH00802505,1,3,1,33,2177,6,2,57,2,0,2,0,0,0,0,0,0,0,0,0,0,0,-9,12,12,12.0,12,0,0,-9.0,12,12,12.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,33,2177,2,3,1,2,1,1,1,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,4,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,1,3,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,0,98,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.25,0,0,0.22369683402622323,0.76,3.18
TQSMNOSPQHJLPLCDEIJAH00802505,1,4,1,33,2177,8,1,20,1,1,2,0,0,0,0,0,0,0,0,0,0,0,-9,12,12,12.0,12,0,0,-9.0,12,12,12.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,33,2177,2,3,1,2,1,1,1,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,4,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,1,3,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,0,98,0,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.25,0,0,0.22369683402622323,1.02,3.18
TQRMNOQRXHJOPMCDEIJAH00797219,1,1,1,33,3419,1,1,56,2,0,2,0,0,0,0,0,0,0,0,0,0,0,-9,12,12,12.0,12,0,0,-9.0,12,12,12.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,33,3419,1,3,1,2,1,1,1,1,1,1,1,2,2,2,3,1,2,0,1,2,2,2,0,2,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,0,12,12,12.0,12,0.0,12,12,12.0,12,0,2,0,1,0,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.0,0,0,0.22369683402622323,1.0,1.76
TQRMNOQRXHJOPMCDEIJAH00797219,1,2,1,33,3419,2,2,54,2,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0.0,0,3419,0,27000.0,1,1,1.0,1,4637,27000,0,0,0,0,0,0,0,0,0,0,0,27000,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,33,3419,1,3,1,2,1,1,1,1,1,1,1,2,2,2,3,1,2,0,1,2,2,2,0,2,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,0,12,12,12.0,12,0.0,12,12,12.0,12,0,2,0,1,0,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,0,0,0.22369683402622323,0.76,1.76
TQRMNOWQSHKNLTCDEIIAD00780096,1,1,1,32,1367,1,1,47,2,0,1,0,0,0,0,0,0,0,0,0,0,0,-9,12,12,12.0,12,0,0,-9.0,12,12,12.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,32,1367,2,1,1,9,1,1,1,1,1,1,1,2,2,2,1,1,2,0,1,2,2,2,0,2,0,5,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,0,98,0,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.0,0,0,0.22369683402622323,1.0,1.0
TQRMNOUYTHKMLPCDEIJAH00780890,1,1,1,33,2664,1,1,32,2,0,1,0,0,0,0,0,0,0,0,0,0,0,80000,5,4,5.0,5,3702,0,80000.0,5,5,5.0,5,3854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,33,2664,1,3,1,2,2,1,2,1,1,1,1,2,2,2,3,2,2,0,2,2,2,0,0,0,0,3,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,0,12,12,12.0,12,0.0,12,12,12.0,12,0,2,0,1,0,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.25,0,0,0.22369683402622323,1.0,3.2199999999999998
TQRMNOUYTHKMLPCDEIJAH00780890,1,2,1,33,2664,2,2,33,2,0,1,0,0,0,0,0,0,0,0,0,0,0,50000,3,3,3.0,3,4020,0,-9.0,12,12,12.0,12,0,0,0,0,-9,0,0,0,0,0,0,0,0,-9,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,33,2664,1,3,1,2,2,1,2,1,1,1,1,2,2,2,3,2,2,0,2,2,2,0,0,0,0,3,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,0,12,12,12.0,12,0.0,12,12,12.0,12,0,2,0,1,0,0,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.25,0,0,0.22369683402622323,0.77,3.2199999999999998
TQRMNOUYTHKMLPCDEIJAH00780890,1,3,1,33,2664,3,2,13,1,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0.0,0,2664,0,0.0,0,0,0.0,0,2664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,33,2664,1,3,1,2,2,1,2,1,1,1,1,2,2,2,3,2,2,0,2,2,2,0,0,0,0,3,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,0,12,12,12.0,12,0.0,12,12,12.0,12,0,2,0,1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.25,0,0,0.22369683402622323,0.76,3.2199999999999998
TQRMNOUYTHKMLPCDEIJAH00780890,1,4,0,33,2664,3,2,9,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2664,0,0.0,0,0,0.0,0,2664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,33,2664,1,3,1,2,2,1,2,1,1,1,1,2,2,2,3,2,2,0,2,2,2,0,0,0,0,3,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,0,12,12,12.0,12,0.0,12,12,12.0,12,0,2,0,1,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.25,0,0,0.22369683402622323,0.69,3.2199999999999998
TQRMNOQXVHMONOCDEIIAD00801806,1,1,1,32,3148,1,1,64,2,0,1,0,0,0,0,0,0,0,0,0,0,0,-9,12,12,12.0,12,0,0,-9.0,12,12,12.0,12,0,40000,0,0,0,0,0,0,0,0,0,0,0,40000,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,32,3148,1,3,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,0,1,1,1,2,0,2,0,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,4,1,3,0,12,12,12.0,12,0.0,12,12,12.0,12,0,2,0,3,0,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.25,0,0,0.22369683402622323,0.83,2.87
TQRMNOQXVHMONOCDEIIAD00801806,1,2,1,32,3148,2,2,66,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0.0,0,3148,0,50000.0,3,3,3.0,2,4154,50000,0,0,0,0,0,0,0,0,0,0,0,50000,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,32,3148,1,3,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,0,1,1,1,2,0,2,0,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,4,1,3,0,12,12,12.0,12,0.0,12,12,12.0,12,0,2,0,3,0,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.25,0,0,0.22369683402622323,0.67,2.87
TQRMNOQXVHMONOCDEIIAD00801806,1,3,1,32,3148,3,2,37,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0.0,0,3148,0,9700.0,1,1,1.0,1,4549,0,0,0,9700,0,0,0,0,0,0,0,0,9700,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,32,3148,1,3,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,0,1,1,1,2,0,2,0,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,4,1,3,0,12,12,12.0,12,0.0,12,12,12.0,12,0,2,0,3,0,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.25,0,0,0.22369683402622323,0.77,2.87
TQRMNOQXVHMONOCDEIIAD00801806,1,4,0,32,3148,5,2,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3148,0,0.0,0,0,0.0,0,3148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,32,3148,1,3,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,0,1,1,1,2,0,2,0,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,4,1,3,0,12,12,12.0,12,0.0,12,12,12.0,12,0,2,0,3,0,0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.25,0,0,0.22369683402622323,0.6,2.87
TQRMNOPTUHKMNUCDEIIAD00779949,1,1,1,32,1438,1,1,51,2,0,1,0,0,0,0,0,0,0,0,0,0,0,-9,12,12,12.0,12,0,-9,-9.0,12,12,12.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,32,1438,2,3,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,0,1,1,1,2,0,2,0,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,0,3,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,2,98,0,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.0,0,0,0.22369683402622323,1.0,2.58
TQRMNOPTUHKMNUCDEIIAD00779949,1,2,1,32,1438,2,2,54,2,0,1,0,0,0,0,0,0,0,0,0,0,0,-9,12,12,12.0,12,0,0,-9.0,12,12,12.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,32,1438,2,3,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,0,1,1,1,2,0,2,0,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,0,3,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,2,98,0,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.0,0,0,0.22369683402622323,0.76,2.58
TQRMNOPTUHKMNUCDEIIAD00779949,1,3,1,32,1438,3,1,11,1,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0.0,0,1438,0,0.0,0,0,0.0,0,1438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,32,1438,2,3,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,0,1,1,1,2,0,2,0,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,0,3,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,2,98,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,0,0,0.22369683402622323,0.82,2.58
TQRMNOTWRHKMOLCDEIIAD00780002,1,1,1,32,1017,1,1,46,2,0,1,0,0,0,0,0,0,0,0,0,0,0,-9,12,12,12.0,12,0,0,-9.0,12,12,12.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,32,1017,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,1,2,0,1,2,2,2,0,2,0,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,3,0,3,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,3,98,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.0,0,1,0.22369683402622323,1.0,2.52
TQRMNOTWRHKMOLCDEIIAD00780002,1,2,1,32,1017,3,2,22,1,1,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0.0,0,1017,0,0.0,0,0,0.0,0,1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,32,1017,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,1,2,0,1,2,2,2,0,2,0,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,3,0,3,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,3,98,0,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,0,0,0.22369683402622323,0.76,2.52
TQRMNOTWRHKMOLCDEIIAD00780002,1,3,1,32,1017,2,2,46,2,0,1,0,0,0,0,0,0,0,0,0,0,0,20000,1,1,1.0,1,1623,0,20000.0,1,1,1.0,1,1637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,32,1017,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,1,2,0,1,2,2,2,0,2,0,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,3,0,3,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,3,98,0,0,0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.0,0,0,0.22369683402622323,0.76,2.52
TQRMNOQRUHKMKQCDEIJAH00802470,1,1,1,33,2587,1,2,43,2,0,1,0,0,0,0,0,0,0,0,0,0,0,60000,4,3,4.0,4,3200,0,60000.0,4,4,4.0,4,3322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,33,2587,2,2,2,2,1,1,2,1,2,2,3,2,2,2,2,2,2,0,1,2,2,2,0,2,0,3,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,0,12,12,12.0,12,0.0,12,12,12.0,12,0,2,0,1,3,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.25,0,1,0.22369683402622323,0.77,3.06
TQRMNOQRUHKMKQCDEIJAH00802470,1,2,1,33,2587,3,2,18,2,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0.0,0,2587,0,24500.0,1,1,1.0,1,3376,0,0,0,24500,0,0,0,0,0,0,0,0,24500,0,12,12,12.0,12,0.0,12,12,12.0,12,0,1,33,2587,2,2,2,2,1,1,2,1,2,2,3,2,2,2,2,2,2,0,1,2,2,2,0,2,0,3,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,0,12,12,12.0,12,0.0,12,12,12.0,12,0,2,0,1,3,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.25,0,0,0.22369683402622323,0.76,3.06
